ENOG410VA9E	ENSP00000425556, ENSP00000351790	ENSMUSP00000034057, ENSMUSP00000093240
ENOG410VKCB	ENSP00000364219	ENSMUSP00000060349
ENOG410VKC9	ENSP00000382675	ENSMUSP00000137902
ENOG410VKC7	ENSP00000340887	ENSMUSP00000099893
ENOG410VKC1	ENSP00000346037	ENSMUSP00000129695, ENSMUSP00000008036, ENSMUSP00000129583
ENOG410VKC0	ENSP00000274565	ENSMUSP00000075551
ENOG410V53S	ENSP00000292408, ENSP00000339824, ENSP00000410294, ENSP00000393312, ENSP00000347942	ENSMUSP00000081041, ENSMUSP00000005452, ENSMUSP00000112430, ENSMUSP00000032201, ENSMUSP00000133064
ENOG410V53Q	ENSP00000273145	ENSMUSP00000050119
ENOG410V53G	ENSP00000292476	ENSMUSP00000069243
ENOG410V53A	ENSP00000262370, ENSP00000269391	ENSMUSP00000023159, ENSMUSP00000097776
ENOG410V53N	ENSP00000397157	ENSMUSP00000019998
ENOG410V53M	ENSP00000377783	ENSMUSP00000023629
ENOG410V53J	ENSP00000302239	ENSMUSP00000106046
ENOG410V536	ENSP00000324884, ENSP00000308252	ENSMUSP00000053426, ENSMUSP00000110077
ENOG410V530	ENSP00000332274, ENSP00000359685, ENSP00000344909	ENSMUSP00000060956, ENSMUSP00000030578, ENSMUSP00000027232
ENOG410V538	ENSP00000350267, ENSP00000216267, ENSP00000373340	ENSMUSP00000105007, ENSMUSP00000108742, ENSMUSP00000004985
ENOG410V5F9	ENSP00000252483	ENSMUSP00000074898
ENOG410VJPM	ENSP00000302324, ENSP00000303276	ENSMUSP00000074386, ENSMUSP00000123872, ENSMUSP00000075074, ENSMUSP00000056293, ENSMUSP00000074075, ENSMUSP00000056418, ENSMUSP00000098256
ENOG410VJPI	ENSP00000278222	ENSMUSP00000006952
ENOG410VJPK	ENSP00000403130	ENSMUSP00000107628
ENOG410VJPJ	ENSP00000364985	ENSMUSP00000007259
ENOG410VJPY	ENSP00000379140	ENSMUSP00000072800
ENOG410VJPS	ENSP00000291232	ENSMUSP00000086564
ENOG410VJP4	ENSP00000455971	ENSMUSP00000101658
ENOG410VJP7	ENSP00000376800	ENSMUSP00000031866
ENOG410VJP0	ENSP00000295066	ENSMUSP00000108190
ENOG410VH8M	ENSP00000352270	ENSMUSP00000036138
ENOG410V5UF	ENSP00000323034	ENSMUSP00000125464
ENOG410VMT1	ENSP00000361726	ENSMUSP00000091904
ENOG410VMTZ	ENSP00000389649	ENSMUSP00000023608
ENOG410VI5H	ENSP00000244709	ENSMUSP00000044478, ENSMUSP00000038636
ENOG410VI5M	ENSP00000353650	ENSMUSP00000029043
ENOG410VI5B	ENSP00000305138	ENSMUSP00000026828
ENOG410VI5E	ENSP00000317289	ENSMUSP00000063424
ENOG410VI5D	ENSP00000291715	ENSMUSP00000037980
ENOG410VI5G	ENSP00000360058	ENSMUSP00000052788
ENOG410WDDT	ENSP00000319756	ENSMUSP00000129146
ENOG410V6J7	ENSP00000462389, ENSP00000358107	ENSMUSP00000036983, ENSMUSP00000113400
ENOG410V6J6	ENSP00000297477, ENSP00000354441	ENSMUSP00000074518, ENSMUSP00000035399
ENOG410V6J4	ENSP00000418707	ENSMUSP00000070592
ENOG410V6J3	ENSP00000317686	ENSMUSP00000080765
ENOG410V6J2	ENSP00000381298, ENSP00000360690, ENSP00000377086	ENSMUSP00000016383, ENSMUSP00000047372, ENSMUSP00000066403
ENOG410V6J1	ENSP00000058691	ENSMUSP00000020000
ENOG410V6J0	ENSP00000411012	ENSMUSP00000029910
ENOG410V6J9	ENSP00000287675, ENSP00000361725	ENSMUSP00000015481, ENSMUSP00000129273
ENOG410V6J8	ENSP00000434849	ENSMUSP00000061906
ENOG410V6JV	ENSP00000384288	ENSMUSP00000124710
ENOG410V6JU	ENSP00000286648	ENSMUSP00000031311
ENOG410V6JT	ENSP00000358064, ENSP00000463897	ENSMUSP00000088297
ENOG410V6JS	ENSP00000420608	ENSMUSP00000137103
ENOG410V6JR	ENSP00000262961, ENSP00000265069, ENSP00000404121	ENSMUSP00000118911, ENSMUSP00000113913, ENSMUSP00000065770
ENOG410V6JQ	ENSP00000334100	ENSMUSP00000021147
ENOG410V6JP	ENSP00000313851, ENSP00000303427	ENSMUSP00000016569, ENSMUSP00000031104
ENOG410V6JX	ENSP00000285093, ENSP00000356015	ENSMUSP00000007005, ENSMUSP00000045912, ENSMUSP00000037348
ENOG410V6JG	ENSP00000296522	ENSMUSP00000034026
ENOG410V6JF	ENSP00000386181, ENSP00000347915	ENSMUSP00000097575, ENSMUSP00000097576, ENSMUSP00000097574
ENOG410V6JE	ENSP00000222388	ENSMUSP00000030795
ENOG410V6JC	ENSP00000259708, ENSP00000414982, ENSP00000439065, ENSP00000314837	ENSMUSP00000082004, ENSMUSP00000003642, ENSMUSP00000112262
ENOG410V6JB	ENSP00000402219	ENSMUSP00000033806
ENOG410V6JA	ENSP00000293845	ENSMUSP00000114381
ENOG410V6JN	ENSP00000258930	ENSMUSP00000038527
ENOG410V6JM	ENSP00000360268	ENSMUSP00000025979
ENOG410V6JK	ENSP00000226319, ENSP00000378451, ENSP00000218343	ENSMUSP00000020655, ENSMUSP00000026865, ENSMUSP00000048529
ENOG410V6JJ	ENSP00000262127	ENSMUSP00000095149
ENOG410V6JI	ENSP00000350215, ENSP00000371936	ENSMUSP00000057494, ENSMUSP00000069024
ENOG410V6JH	ENSP00000334474, ENSP00000311778	ENSMUSP00000012612, ENSMUSP00000124863
ENOG410VBUJ	ENSP00000463027, ENSP00000395465	ENSMUSP00000107625, ENSMUSP00000136708
ENOG410VBUK	ENSP00000225737	ENSMUSP00000099710
ENOG410VBUH	ENSP00000326706	ENSMUSP00000063677
ENOG410VBUI	ENSP00000345917	ENSMUSP00000084791
ENOG410VBUM	ENSP00000302564	ENSMUSP00000007803
ENOG410VBUB	ENSP00000255992	ENSMUSP00000110219
ENOG410VBUC	ENSP00000292147	ENSMUSP00000076433
ENOG410VBUA	ENSP00000369402	ENSMUSP00000030311
ENOG410VBUF	ENSP00000245543	ENSMUSP00000046120
ENOG410VBUG	ENSP00000199936	ENSMUSP00000034304
ENOG410VBUD	ENSP00000361982	ENSMUSP00000041848
ENOG410VBUE	ENSP00000331748	ENSMUSP00000128645
ENOG410VBUX	ENSP00000362576	ENSMUSP00000001365
ENOG410VBUS	ENSP00000429214	ENSMUSP00000059625
ENOG410VBUQ	ENSP00000276603	ENSMUSP00000027057
ENOG410VBUV	ENSP00000355922	ENSMUSP00000129738
ENOG410VBUW	ENSP00000276594	ENSMUSP00000044245
ENOG410VBUT	ENSP00000369400	ENSMUSP00000080280
ENOG410VBU9	ENSP00000271835	ENSMUSP00000102921
ENOG410VBU2	ENSP00000317743	ENSMUSP00000088098
ENOG410VBU3	ENSP00000299290	ENSMUSP00000036422
ENOG410VBU0	ENSP00000410216	ENSMUSP00000096898
ENOG410VBU7	ENSP00000348538, ENSP00000368341	ENSMUSP00000043120, ENSMUSP00000029014
ENOG410VBU4	ENSP00000473047	ENSMUSP00000079101
ENOG410VBU5	ENSP00000263121	ENSMUSP00000000925
ENOG410VKVS	ENSP00000306320	ENSMUSP00000136425, ENSMUSP00000133604
ENOG410VKVP	ENSP00000354901	ENSMUSP00000108716
ENOG410VKVQ	ENSP00000301263	ENSMUSP00000047419
ENOG410VKVT	ENSP00000296238	ENSMUSP00000057368
ENOG410VKVF	ENSP00000458182, ENSP00000005180	ENSMUSP00000091779
ENOG410VKVG	ENSP00000248566	ENSMUSP00000040741
ENOG410VKV4	ENSP00000357721	ENSMUSP00000064385
ENOG410VAQT	ENSP00000384015, ENSP00000385616	ENSMUSP00000047864, ENSMUSP00000056655
ENOG410VAQ5	ENSP00000296358	ENSMUSP00000109734
ENOG410VP8H	ENSP00000465021	ENSMUSP00000137083
ENOG410WH3N	ENSP00000437957	ENSMUSP00000109881
ENOG410WH3C	ENSP00000335522	ENSMUSP00000064785
ENOG410WH3F	ENSP00000379026, ENSP00000379242	ENSMUSP00000117872
ENOG410WH3W	ENSP00000316109	ENSMUSP00000022189
ENOG410VD72	ENSP00000416673	ENSMUSP00000028665
ENOG410VD70	ENSP00000357904	ENSMUSP00000136020, ENSMUSP00000067811
ENOG410VD7Z	ENSP00000365351	ENSMUSP00000059019
ENOG410VD7H	ENSP00000272638	ENSMUSP00000027592
ENOG410VD7N	ENSP00000355185	ENSMUSP00000026063
ENOG410W1X3	ENSP00000313432	ENSMUSP00000047218
ENOG410V8YP	ENSP00000262932	ENSMUSP00000106559
ENOG410V8YQ	ENSP00000406490	ENSMUSP00000027267
ENOG410V8YR	ENSP00000245564	ENSMUSP00000115645
ENOG410V8YS	ENSP00000360822, ENSP00000294725	ENSMUSP00000113333, ENSMUSP00000039058
ENOG410V8YT	ENSP00000355361	ENSMUSP00000099853
ENOG410V8YU	ENSP00000383986	ENSMUSP00000021592
ENOG410V8YV	ENSP00000454431, ENSP00000386239	ENSMUSP00000129597
ENOG410V8YW	ENSP00000343957	ENSMUSP00000023693
ENOG410V8YX	ENSP00000281043	ENSMUSP00000045993
ENOG410V8YY	ENSP00000304501, ENSP00000336630	ENSMUSP00000101060, ENSMUSP00000018644
ENOG410V8YZ	ENSP00000334002, ENSP00000455978	ENSMUSP00000133356
ENOG410V8YA	ENSP00000271688, ENSP00000306579, ENSP00000325485, ENSP00000284382, ENSP00000251363	ENSMUSP00000069238, ENSMUSP00000015858, ENSMUSP00000008350, ENSMUSP00000028426, ENSMUSP00000023762
ENOG410V8YB	ENSP00000325017	ENSMUSP00000042260
ENOG410V8YC	ENSP00000353695	ENSMUSP00000029651
ENOG410V8YD	ENSP00000299237	ENSMUSP00000053397
ENOG410V8YF	ENSP00000261994	ENSMUSP00000048357
ENOG410V8YG	ENSP00000303222, ENSP00000362718	ENSMUSP00000121851, ENSMUSP00000093077
ENOG410V8YH	ENSP00000296149	ENSMUSP00000069017
ENOG410V8YI	ENSP00000258428	ENSMUSP00000027251
ENOG410V8YJ	ENSP00000216774	ENSMUSP00000106336, ENSMUSP00000021407
ENOG410V8YK	ENSP00000425845	ENSMUSP00000087947
ENOG410V8YM	ENSP00000229329	ENSMUSP00000032419
ENOG410V8YN	ENSP00000344967	ENSMUSP00000025295
ENOG410V8Y0	ENSP00000369431	ENSMUSP00000030313
ENOG410V8Y2	ENSP00000328277, ENSP00000266383	ENSMUSP00000058253, ENSMUSP00000039758
ENOG410V8Y4	ENSP00000411197, ENSP00000349291, ENSP00000349781, ENSP00000366036	ENSMUSP00000090825, ENSMUSP00000049967, ENSMUSP00000094036, ENSMUSP00000091093
ENOG410V8Y5	ENSP00000359629	ENSMUSP00000044858
ENOG410V8Y6	ENSP00000325561	ENSMUSP00000101941
ENOG410V8Y7	ENSP00000315152	ENSMUSP00000048190
ENOG410V8Y8	ENSP00000300101	ENSMUSP00000052717
ENOG410V8Y9	ENSP00000344260	ENSMUSP00000022460
ENOG410VF49	ENSP00000318986	ENSMUSP00000059720
ENOG410VF45	ENSP00000220669	ENSMUSP00000037459
ENOG410VF44	ENSP00000370842	ENSMUSP00000025724
ENOG410VF4X	ENSP00000234347, ENSP00000263621	ENSMUSP00000006679, ENSMUSP00000038925
ENOG410VF4Q	ENSP00000365005	ENSMUSP00000056254
ENOG410VF4P	ENSP00000366729	ENSMUSP00000030808
ENOG410VF4R	ENSP00000264867	ENSMUSP00000117040
ENOG410VF4I	ENSP00000253109	ENSMUSP00000035784
ENOG410VF4J	ENSP00000327427, ENSP00000428966	ENSMUSP00000056510
ENOG410VF4F	ENSP00000347041	ENSMUSP00000035489
ENOG410VF4A	ENSP00000307741	ENSMUSP00000043706
ENOG410VF4C	ENSP00000369018	ENSMUSP00000090959
ENOG410VF4B	ENSP00000267615	ENSMUSP00000046027
ENOG410VBY0	ENSP00000348815	ENSMUSP00000110762
ENOG410VBY1	ENSP00000261475	ENSMUSP00000021410
ENOG410VDVZ	ENSP00000281961, ENSP00000456594	ENSMUSP00000055268, ENSMUSP00000025092
ENOG410VGAR	ENSP00000312767	ENSMUSP00000099313
ENOG410VGAG	ENSP00000386022	ENSMUSP00000085234
ENOG410VGAA	ENSP00000264553	ENSMUSP00000020549
ENOG410VMC9	ENSP00000226317, ENSP00000296027	ENSMUSP00000031318
ENOG410VMC4	ENSP00000239944, ENSP00000368477	ENSMUSP00000029385, ENSMUSP00000068508
ENOG410VMCW	ENSP00000320532	ENSMUSP00000096693
ENOG410VMCS	ENSP00000434385	ENSMUSP00000051732
ENOG410VMCA	ENSP00000252491	ENSMUSP00000045571
ENOG410V6W4	ENSP00000404220	ENSMUSP00000113616
ENOG410V6W5	ENSP00000330836	ENSMUSP00000066621
ENOG410V6W6	ENSP00000311609, ENSP00000330221	ENSMUSP00000057849, ENSMUSP00000048969
ENOG410V6W0	ENSP00000246337	ENSMUSP00000030446
ENOG410V6W1	ENSP00000340019	ENSMUSP00000027123
ENOG410V6W2	ENSP00000362524, ENSP00000234816	ENSMUSP00000027885, ENSMUSP00000004208
ENOG410V6W3	ENSP00000472753, ENSP00000334061, ENSP00000408617, ENSP00000225983, ENSP00000080059, ENSP00000264606, ENSP00000216271	ENSMUSP00000112110, ENSMUSP00000080832, ENSMUSP00000008995, ENSMUSP00000033501, ENSMUSP00000106443, ENSMUSP00000102770
ENOG410V6W9	ENSP00000377075	ENSMUSP00000035726
ENOG410V6WW	ENSP00000340944, ENSP00000468853, ENSP00000391592	ENSMUSP00000004377, ENSMUSP00000058757
ENOG410V6WP	ENSP00000259154, ENSP00000291842	ENSMUSP00000003857, ENSMUSP00000082821
ENOG410V6WQ	ENSP00000348714	ENSMUSP00000048780
ENOG410V6WD	ENSP00000301738, ENSP00000312814, ENSP00000384391	ENSMUSP00000099324, ENSMUSP00000086835, ENSMUSP00000017090
ENOG410V6WE	ENSP00000373998	ENSMUSP00000053808
ENOG410V6WF	ENSP00000255078	ENSMUSP00000025751
ENOG410V6WG	ENSP00000334499, ENSP00000349428, ENSP00000412788	ENSMUSP00000099947, ENSMUSP00000029780, ENSMUSP00000126192
ENOG410V6WA	ENSP00000331577, ENSP00000354305	ENSMUSP00000058904, ENSMUSP00000057253
ENOG410V6WB	ENSP00000419851	ENSMUSP00000029405
ENOG410V6WC	ENSP00000290374	ENSMUSP00000087742
ENOG410V6WM	ENSP00000385478	ENSMUSP00000061646
ENOG410V6WH	ENSP00000387654, ENSP00000274569	ENSMUSP00000025472, ENSMUSP00000032065
ENOG410V6WJ	ENSP00000275493, ENSP00000342235, ENSP00000267101, ENSP00000269571	ENSMUSP00000080716, ENSMUSP00000114123, ENSMUSP00000020329, ENSMUSP00000053897
ENOG410VBJK	ENSP00000371152	ENSMUSP00000034000
ENOG410VBJI	ENSP00000371272	ENSMUSP00000019808
ENOG410VBJH	ENSP00000257548	ENSMUSP00000031588
ENOG410VBJN	ENSP00000308466	ENSMUSP00000020262, ENSMUSP00000136589
ENOG410VBJM	ENSP00000274721	ENSMUSP00000025224
ENOG410VBJB	ENSP00000233596, ENSP00000368959	ENSMUSP00000100991, ENSMUSP00000006027
ENOG410VBJA	ENSP00000286398	ENSMUSP00000099979
ENOG410VBJG	ENSP00000332407	ENSMUSP00000044457
ENOG410VBJF	ENSP00000172229	ENSMUSP00000000122
ENOG410VBJE	ENSP00000438205	ENSMUSP00000038346
ENOG410VBJD	ENSP00000351789, ENSP00000267460, ENSP00000322532	ENSMUSP00000072894, ENSMUSP00000025834, ENSMUSP00000090979
ENOG410VBJY	ENSP00000334003	ENSMUSP00000088725
ENOG410VBJX	ENSP00000222275	ENSMUSP00000006476
ENOG410VBJR	ENSP00000355721	ENSMUSP00000010038
ENOG410VBJQ	ENSP00000278071	ENSMUSP00000093697
ENOG410VBJP	ENSP00000354822	ENSMUSP00000123011
ENOG410VBJW	ENSP00000340125	ENSMUSP00000059708
ENOG410VBJV	ENSP00000335040	ENSMUSP00000123432
ENOG410VBJU	ENSP00000287652	ENSMUSP00000086412
ENOG410VBJT	ENSP00000363545	ENSMUSP00000029025
ENOG410VBJ8	ENSP00000278616	ENSMUSP00000113388
ENOG410VBJ3	ENSP00000467024, ENSP00000350708	ENSMUSP00000030134, ENSMUSP00000003911
ENOG410VBJ2	ENSP00000411409	ENSMUSP00000038367
ENOG410VBJ1	ENSP00000348965	ENSMUSP00000018851
ENOG410VBJ7	ENSP00000264708	ENSMUSP00000020990
ENOG410VBJ6	ENSP00000305480	ENSMUSP00000025651
ENOG410VBJ4	ENSP00000462063, ENSP00000271628	ENSMUSP00000075709
ENOG410VGI7	ENSP00000295083	ENSMUSP00000054462
ENOG410VGI6	ENSP00000460186, ENSP00000316674	ENSMUSP00000134564
ENOG410VGIU	ENSP00000327950	ENSMUSP00000020456
ENOG410VGIR	ENSP00000368623	ENSMUSP00000072366
ENOG410V7VR	ENSP00000323858	ENSMUSP00000031598
ENOG410WGUA	ENSP00000330218	ENSMUSP00000137203
ENOG410WGUY	ENSP00000366144	ENSMUSP00000080815
ENOG410VHGZ	ENSP00000365280	ENSMUSP00000092019
ENOG410VHGY	ENSP00000292896, ENSP00000327431, ENSP00000338082	ENSMUSP00000064865, ENSMUSP00000033229
ENOG410VHGT	ENSP00000311847	ENSMUSP00000137313, ENSMUSP00000008537
ENOG410VHGU	ENSP00000256104	ENSMUSP00000029041
ENOG410VHGR	ENSP00000343212	ENSMUSP00000026700
ENOG410VHGP	ENSP00000301838	ENSMUSP00000033394
ENOG410VHGM	ENSP00000304553	ENSMUSP00000059154
ENOG410VHGK	ENSP00000273986	ENSMUSP00000029815
ENOG410VHGI	ENSP00000354270	ENSMUSP00000045513
ENOG410VHGG	ENSP00000263369, ENSP00000472384	ENSMUSP00000071876, ENSMUSP00000122859
ENOG410VHGD	ENSP00000296545	ENSMUSP00000034148
ENOG410VHGE	ENSP00000405635	ENSMUSP00000092839
ENOG410VHGB	ENSP00000360104, ENSP00000428281	ENSMUSP00000033910, ENSMUSP00000030254
ENOG410VHGC	ENSP00000454448, ENSP00000379092	ENSMUSP00000112765
ENOG410VHGA	ENSP00000333277, ENSP00000244661, ENSP00000254810	ENSMUSP00000074994, ENSMUSP00000016703, ENSMUSP00000079670
ENOG410VHG6	ENSP00000388431	ENSMUSP00000054611
ENOG410VHG7	ENSP00000338648	ENSMUSP00000046909, ENSMUSP00000025581, ENSMUSP00000072512
ENOG410VHG2	ENSP00000359707	ENSMUSP00000118464
ENOG410VHG3	ENSP00000383692, ENSP00000308583	ENSMUSP00000030813
ENOG410VHG0	ENSP00000335605	ENSMUSP00000035009
ENOG410VHG1	ENSP00000225969	ENSMUSP00000025278
ENOG410VN3S	ENSP00000337950	ENSMUSP00000051457
ENOG410VN3G	ENSP00000400184	ENSMUSP00000101830
ENOG410VK9G	ENSP00000257262	ENSMUSP00000044751
ENOG410V8BQ	ENSP00000316786	ENSMUSP00000034363
ENOG410V8BP	ENSP00000363211, ENSP00000464522, ENSP00000260867	ENSMUSP00000013845, ENSMUSP00000137366
ENOG410V8BS	ENSP00000252137	ENSMUSP00000003621
ENOG410V8BU	ENSP00000417659	ENSMUSP00000029355
ENOG410V8BT	ENSP00000218439	ENSMUSP00000026302
ENOG410V8BW	ENSP00000320176, ENSP00000365745	ENSMUSP00000023531, ENSMUSP00000099368
ENOG410V8BV	ENSP00000454261	ENSMUSP00000023400
ENOG410V8BY	ENSP00000259806, ENSP00000262426	ENSMUSP00000046789, ENSMUSP00000057481
ENOG410V8BX	ENSP00000363980	ENSMUSP00000040885
ENOG410V8BZ	ENSP00000364895	ENSMUSP00000006377
ENOG410V8BA	ENSP00000458791, ENSP00000335158	ENSMUSP00000081700, ENSMUSP00000045029
ENOG410V8BC	ENSP00000257408, ENSP00000369442	ENSMUSP00000077899, ENSMUSP00000031096
ENOG410V8BB	ENSP00000272644	ENSMUSP00000063670
ENOG410V8BE	ENSP00000307078, ENSP00000408979, ENSP00000461857, ENSP00000393379	ENSMUSP00000025083, ENSMUSP00000096775, ENSMUSP00000028102
ENOG410V8BG	ENSP00000326858	ENSMUSP00000047126
ENOG410V8BI	ENSP00000301464	ENSMUSP00000023807
ENOG410V8BH	ENSP00000354777	ENSMUSP00000103240
ENOG410V8BK	ENSP00000300591	ENSMUSP00000094294
ENOG410V8BM	ENSP00000270225	ENSMUSP00000092409
ENOG410V8BN	ENSP00000216554	ENSMUSP00000061616
ENOG410V8B1	ENSP00000262027	ENSMUSP00000130666
ENOG410V8B0	ENSP00000335808	ENSMUSP00000034226
ENOG410V8B3	ENSP00000371973	ENSMUSP00000073697, ENSMUSP00000120071
ENOG410V8B2	ENSP00000290691, ENSP00000303192, ENSP00000361120	ENSMUSP00000027760, ENSMUSP00000097812
ENOG410V8B5	ENSP00000355402, ENSP00000249842	ENSMUSP00000045142, ENSMUSP00000130879
ENOG410V8B4	ENSP00000261454	ENSMUSP00000010319
ENOG410V8B7	ENSP00000358042	ENSMUSP00000020012
ENOG410V8B6	ENSP00000218006, ENSP00000254854, ENSP00000357669, ENSP00000341083	ENSMUSP00000044521, ENSMUSP00000021259, ENSMUSP00000030191, ENSMUSP00000029540, ENSMUSP00000068253, ENSMUSP00000095875
ENOG410V8B8	ENSP00000414687	ENSMUSP00000032877
ENOG410VPBF	ENSP00000346283	ENSMUSP00000092727
ENOG410VPB6	ENSP00000384730, ENSP00000401310, ENSP00000357501, ENSP00000312299, ENSP00000455242, ENSP00000368039	ENSMUSP00000078560
ENOG410VD94	ENSP00000320650	ENSMUSP00000092680
ENOG410VD95	ENSP00000437532	ENSMUSP00000072019
ENOG410VD96	ENSP00000371722	ENSMUSP00000078260
ENOG410VD97	ENSP00000386076	ENSMUSP00000043000
ENOG410VD91	ENSP00000364404	ENSMUSP00000065624
ENOG410VD92	ENSP00000284142	ENSMUSP00000041293
ENOG410VD93	ENSP00000286175	ENSMUSP00000080378
ENOG410VD98	ENSP00000295824	ENSMUSP00000024725
ENOG410VD99	ENSP00000272641	ENSMUSP00000100009
ENOG410VD9V	ENSP00000264161	ENSMUSP00000027602
ENOG410VD9W	ENSP00000466121	ENSMUSP00000032704
ENOG410VD9P	ENSP00000308759	ENSMUSP00000109363
ENOG410VD9Q	ENSP00000406885	ENSMUSP00000023562
ENOG410VD9R	ENSP00000335004, ENSP00000456730	ENSMUSP00000092494
ENOG410VD9S	ENSP00000384524	ENSMUSP00000103782
ENOG410VD9X	ENSP00000414334	ENSMUSP00000053616
ENOG410VD9Y	ENSP00000357762	ENSMUSP00000072200
ENOG410VD9Z	ENSP00000272286	ENSMUSP00000035246
ENOG410VD9D	ENSP00000309141, ENSP00000215555	ENSMUSP00000065225, ENSMUSP00000099976
ENOG410VD9F	ENSP00000380531	ENSMUSP00000045111
ENOG410VD9G	ENSP00000266068	ENSMUSP00000037075
ENOG410VD9A	ENSP00000260637	ENSMUSP00000132823
ENOG410VD9B	ENSP00000360376, ENSP00000360379	ENSMUSP00000029007
ENOG410VD9C	ENSP00000335481	ENSMUSP00000061704
ENOG410VD9M	ENSP00000350049, ENSP00000406579	ENSMUSP00000079929
ENOG410VD9H	ENSP00000362195	ENSMUSP00000030673
ENOG410VD9I	ENSP00000325682, ENSP00000341291, ENSP00000326349, ENSP00000304419	ENSMUSP00000064142, ENSMUSP00000050544, ENSMUSP00000077010, ENSMUSP00000071835, ENSMUSP00000074361, ENSMUSP00000043099
ENOG410VD9K	ENSP00000363441, ENSP00000464315	ENSMUSP00000036755
ENOG410WFQ5	ENSP00000356000	ENSMUSP00000027952
ENOG410WFQ6	ENSP00000317128	ENSMUSP00000015511
ENOG410WFQQ	ENSP00000263765	ENSMUSP00000106905
ENOG410WFQH	ENSP00000326128	ENSMUSP00000089437
ENOG410VIYQ	ENSP00000352544, ENSP00000305613	ENSMUSP00000026985, ENSMUSP00000038502
ENOG410V5E5	ENSP00000381588, ENSP00000291532, ENSP00000299882, ENSP00000434279	ENSMUSP00000000395, ENSMUSP00000064527, ENSMUSP00000110196, ENSMUSP00000034597
ENOG410V5E4	ENSP00000260443	ENSMUSP00000034738
ENOG410V5E3	ENSP00000304769	ENSMUSP00000110207
ENOG410V5E2	ENSP00000349959	ENSMUSP00000051809
ENOG410V5E9	ENSP00000430128, ENSP00000319690, ENSP00000365370	ENSMUSP00000107237
ENOG410V5E8	ENSP00000339795	ENSMUSP00000071616
ENOG410V5EU	ENSP00000358862	ENSMUSP00000026032
ENOG410V5EP	ENSP00000361943	ENSMUSP00000040576
ENOG410V5EX	ENSP00000386791	ENSMUSP00000049694
ENOG410V5EZ	ENSP00000264568, ENSP00000373574, ENSP00000243349, ENSP00000442656, ENSP00000224764, ENSP00000364133, ENSP00000263640	ENSMUSP00000000544, ENSMUSP00000029948, ENSMUSP00000035900, ENSMUSP00000056784, ENSMUSP00000000542, ENSMUSP00000007757, ENSMUSP00000028178
ENOG410V5EN	ENSP00000455828, ENSP00000436337, ENSP00000456124, ENSP00000323856, ENSP00000354573	ENSMUSP00000095392, ENSMUSP00000095507, ENSMUSP00000073124
ENOG410V5EI	ENSP00000432768	ENSMUSP00000097303
ENOG410V5EK	ENSP00000367631	ENSMUSP00000028726
ENOG410VG46	ENSP00000361852	ENSMUSP00000101875
ENOG410VG47	ENSP00000412215	ENSMUSP00000130702
ENOG410VG48	ENSP00000469847, ENSP00000442068	ENSMUSP00000024270
ENOG410VG4F	ENSP00000235933, ENSP00000462594	ENSMUSP00000037466
ENOG410VG4B	ENSP00000324020	ENSMUSP00000035490
ENOG410VG4M	ENSP00000473036	ENSMUSP00000092401
ENOG410VG4K	ENSP00000346954	ENSMUSP00000048832
ENOG410VG4R	ENSP00000297632	ENSMUSP00000071984
ENOG410VG4Y	ENSP00000357259, ENSP00000458021	ENSMUSP00000062420
ENOG410V8C0	ENSP00000246115	ENSMUSP00000050412
ENOG410V8C7	ENSP00000354671, ENSP00000262811, ENSP00000385727, ENSP00000251472	ENSMUSP00000102095, ENSMUSP00000105363, ENSMUSP00000128464, ENSMUSP00000128703
ENOG410V8C4	ENSP00000460850	ENSMUSP00000043397
ENOG410V8CS	ENSP00000308926, ENSP00000228705	ENSMUSP00000066561, ENSMUSP00000002298
ENOG410V8CP	ENSP00000264995	ENSMUSP00000035177
ENOG410V8CV	ENSP00000264990, ENSP00000389813	ENSMUSP00000043424, ENSMUSP00000031412
ENOG410V8CW	ENSP00000394033, ENSP00000310568	ENSMUSP00000105740, ENSMUSP00000078416
ENOG410V8CU	ENSP00000461785, ENSP00000218249, ENSP00000248139	ENSMUSP00000026826, ENSMUSP00000101713
ENOG410V8CC	ENSP00000354689	ENSMUSP00000073263
ENOG410V8CG	ENSP00000281081	ENSMUSP00000044292
ENOG410V8CJ	ENSP00000350874	ENSMUSP00000033163
ENOG410V8CN	ENSP00000358997, ENSP00000470203	ENSMUSP00000033769
ENOG410VAVJ	ENSP00000399985, ENSP00000381891	ENSMUSP00000016231, ENSMUSP00000109477
ENOG410VAVC	ENSP00000303775, ENSP00000217270	ENSMUSP00000059034, ENSMUSP00000056659
ENOG410VAVE	ENSP00000346659	ENSMUSP00000032633
ENOG410VAVF	ENSP00000267845, ENSP00000350616	ENSMUSP00000068525, ENSMUSP00000028838
ENOG410VAVX	ENSP00000259056	ENSMUSP00000108235
ENOG410VAVQ	ENSP00000369897	ENSMUSP00000010899
ENOG410VAVR	ENSP00000355969	ENSMUSP00000050188
ENOG410VAVT	ENSP00000331745	ENSMUSP00000032211
ENOG410WGN3	ENSP00000313171	ENSMUSP00000017694
ENOG410WGN2	ENSP00000371321	ENSMUSP00000031092
ENOG410WGNE	ENSP00000351333	ENSMUSP00000026150
ENOG410V7H0	ENSP00000381036	ENSMUSP00000136386
ENOG410V7H2	ENSP00000295987, ENSP00000330219	ENSMUSP00000080568, ENSMUSP00000113720, ENSMUSP00000009538
